Profit,Segment,Category
$16.70,Consumer,Office Supplies
$5.89,Home Office,Office Supplies
$1.93,Corporate,Office Supplies
$18.90,Consumer,Office Supplies
$8.10,Consumer,Office Supplies
$6.68,Corporate,Office Supplies
$20.16,Home Office,Office Supplies
$3.69,Corporate,Office Supplies
$7.16,Home Office,Office Supplies
$25.00,Home Office,Office Supplies
$6.51,Consumer,Office Supplies
$3.38,Consumer,Office Supplies
$7.98,Corporate,Office Supplies
$6.63,Corporate,Office Supplies
$7.61,Home Office,Office Supplies
$6.15,Corporate,Office Supplies
$11.59,Consumer,Office Supplies
$83.28,Corporate,Office Supplies
$4.42,Consumer,Office Supplies
$10.00,Corporate,Office Supplies
$0.86,Consumer,Office Supplies
$0.77,Corporate,Office Supplies
$5.07,Consumer,Office Supplies
$6.68,Home Office,Office Supplies
$0.17,Consumer,Office Supplies
$5.40,Consumer,Office Supplies
$2.19,Consumer,Office Supplies
$11.80,Corporate,Office Supplies
$15.78,Corporate,Office Supplies
$6.63,Consumer,Office Supplies
$15.96,Corporate,Office Supplies
$9.23,Consumer,Office Supplies
$0.17,Consumer,Office Supplies
$4.77,Corporate,Office Supplies
$2.19,Home Office,Office Supplies
$16.12,Consumer,Office Supplies
$8.21,Corporate,Office Supplies
$8.04,Corporate,Office Supplies
$16.15,Consumer,Office Supplies
$13.88,Consumer,Office Supplies
$10.44,Corporate,Office Supplies
$138.20,Corporate,Office Supplies
$11.38,Consumer,Office Supplies
$2.71,Corporate,Office Supplies
$8.69,Corporate,Office Supplies
$5.87,Consumer,Office Supplies
$29.29,Home Office,Office Supplies
$74.85,Consumer,Office Supplies
$13.37,Consumer,Office Supplies
$45.84,Corporate,Office Supplies
$16.88,Corporate,Office Supplies
$15.53,Home Office,Office Supplies
$116.39,Consumer,Office Supplies
$7.09,Home Office,Office Supplies
$843.17,Consumer,Office Supplies
$7.78,Consumer,Office Supplies
$6.58,Consumer,Office Supplies
$1.80,Corporate,Office Supplies
$23.77,Home Office,Office Supplies
$21.02,Consumer,Office Supplies
$3.88,Consumer,Office Supplies
$44.53,Corporate,Office Supplies
$27.89,Corporate,Office Supplies
$38.15,Corporate,Office Supplies
$167.81,Corporate,Office Supplies
$157.36,Corporate,Office Supplies
$20.12,Consumer,Office Supplies
$4.20,Home Office,Office Supplies
$3.44,Corporate,Office Supplies
$12.72,Home Office,Office Supplies
$8.61,Consumer,Office Supplies
$5.65,Consumer,Office Supplies
$2.43,Home Office,Office Supplies
$11.22,Consumer,Office Supplies
$4.43,Corporate,Office Supplies
$13.92,Consumer,Office Supplies
$3.88,Consumer,Office Supplies
$27.01,Consumer,Office Supplies
$69.92,Corporate,Office Supplies
$22.00,Home Office,Office Supplies
$15.51,Consumer,Office Supplies
$15.94,Consumer,Office Supplies
$4.17,Corporate,Office Supplies
$318.30,Consumer,Office Supplies
$3.31,Corporate,Office Supplies
$6.53,Consumer,Office Supplies
$28.00,Consumer,Office Supplies
$15.68,Consumer,Office Supplies
$40.52,Consumer,Office Supplies
$496.79,Consumer,Office Supplies
$219.99,Consumer,Office Supplies
$54.69,Corporate,Office Supplies
$28.41,Consumer,Office Supplies
$60.14,Home Office,Office Supplies
$15.68,Corporate,Office Supplies
$14.46,Consumer,Office Supplies
$62.70,Consumer,Office Supplies
$9.16,Consumer,Office Supplies
$11.00,Corporate,Office Supplies
$103.90,Corporate,Office Supplies
$13.06,Consumer,Office Supplies
$22.89,Corporate,Office Supplies
$17.81,Consumer,Office Supplies
$22.37,Corporate,Office Supplies
$20.73,Home Office,Office Supplies
$4.80,Home Office,Office Supplies
$41.02,Corporate,Office Supplies
$7.68,Corporate,Office Supplies
$30.79,Consumer,Office Supplies
$5.60,Consumer,Office Supplies
$17.27,Corporate,Office Supplies
$30.78,Corporate,Office Supplies
$9.47,Corporate,Office Supplies
$76.40,Home Office,Office Supplies
$54.04,Home Office,Office Supplies
$4.39,Home Office,Office Supplies
$11.78,Consumer,Office Supplies
$12.69,Home Office,Office Supplies
$112.49,Corporate,Office Supplies
$5.57,Consumer,Office Supplies
$14.43,Consumer,Office Supplies
$10.33,Home Office,Office Supplies
$14.92,Home Office,Office Supplies
$33.25,Home Office,Office Supplies
$1.87,Consumer,Office Supplies
"$2,504.22",Consumer,Office Supplies
$210.49,Consumer,Office Supplies
$1.73,Home Office,Office Supplies
$219.65,Home Office,Office Supplies
$3.74,Consumer,Office Supplies
$5.87,Consumer,Office Supplies
$30.21,Consumer,Office Supplies
$19.81,Corporate,Office Supplies
$11.09,Corporate,Office Supplies
$3.17,Corporate,Office Supplies
$74.21,Consumer,Office Supplies
$7.48,Consumer,Office Supplies
$15.44,Consumer,Office Supplies
$52.38,Corporate,Office Supplies
$4.57,Consumer,Office Supplies
$13.51,Consumer,Office Supplies
$7.48,Consumer,Office Supplies
$5.89,Consumer,Office Supplies
"$1,906.49",Home Office,Office Supplies
$26.70,Consumer,Office Supplies
$10.71,Consumer,Office Supplies
$16.96,Consumer,Office Supplies
$5.02,Corporate,Office Supplies
$3.62,Consumer,Office Supplies
$3.77,Home Office,Office Supplies
$23.31,Consumer,Office Supplies
$149.76,Home Office,Office Supplies
$18.20,Consumer,Office Supplies
$10.35,Consumer,Office Supplies
$5.35,Corporate,Office Supplies
$5.82,Corporate,Office Supplies
$5.16,Home Office,Office Supplies
$2.82,Corporate,Office Supplies
$7.13,Home Office,Office Supplies
$148.51,Consumer,Office Supplies
$2.59,Home Office,Office Supplies
$4.43,Consumer,Office Supplies
$24.39,Consumer,Office Supplies
$15.53,Consumer,Office Supplies
$20.59,Consumer,Office Supplies
$19.08,Consumer,Office Supplies
$18.09,Consumer,Office Supplies
$8.88,Consumer,Office Supplies
$38.38,Consumer,Office Supplies
$6.74,Consumer,Office Supplies
$8.69,Corporate,Office Supplies
$17.96,Consumer,Office Supplies
$13.35,Consumer,Office Supplies
$80.63,Corporate,Office Supplies
$3.44,Consumer,Office Supplies
$7.48,Consumer,Office Supplies
$6.57,Corporate,Office Supplies
$20.92,Home Office,Office Supplies
"$3,177.48",Consumer,Office Supplies
$26.70,Consumer,Office Supplies
$1.41,Consumer,Office Supplies
$9.14,Corporate,Office Supplies
$16.18,Corporate,Office Supplies
$3.47,Corporate,Office Supplies
$69.10,Consumer,Office Supplies
$21.09,Consumer,Office Supplies
$9.88,Consumer,Office Supplies
$18.45,Home Office,Office Supplies
$3.06,Home Office,Office Supplies
"$1,276.49",Corporate,Office Supplies
$5.77,Consumer,Office Supplies
$21.06,Consumer,Office Supplies
$25.10,Consumer,Office Supplies
$17.22,Consumer,Office Supplies
$41.95,Home Office,Office Supplies
$23.49,Corporate,Office Supplies
$19.52,Corporate,Office Supplies
$57.39,Consumer,Office Supplies
$4.43,Consumer,Office Supplies
$5.10,Consumer,Office Supplies
$9.39,Corporate,Office Supplies
$59.01,Corporate,Office Supplies
$15.53,Corporate,Office Supplies
$7.92,Consumer,Office Supplies
$6.92,Corporate,Office Supplies
$30.52,Corporate,Office Supplies
$3.88,Consumer,Office Supplies
$13.01,Consumer,Office Supplies
$240.56,Home Office,Office Supplies
$6.36,Consumer,Office Supplies
$5.64,Consumer,Office Supplies
$20.21,Corporate,Office Supplies
$30.42,Corporate,Office Supplies
$20.70,Home Office,Office Supplies
$55.94,Home Office,Office Supplies
$8.26,Corporate,Office Supplies
$10.76,Consumer,Office Supplies
$156.75,Corporate,Office Supplies
$411.74,Corporate,Office Supplies
$7.06,Home Office,Office Supplies
$42.07,Home Office,Office Supplies
$24.23,Consumer,Office Supplies
$70.01,Consumer,Office Supplies
$51.57,Home Office,Office Supplies
"$1,264.76",Corporate,Office Supplies
$5.18,Consumer,Office Supplies
$421.08,Consumer,Office Supplies
$8.93,Home Office,Office Supplies
$45.84,Home Office,Office Supplies
$16.68,Consumer,Office Supplies
$28.00,Home Office,Office Supplies
$219.45,Consumer,Office Supplies
$331.19,Corporate,Office Supplies
$9.60,Corporate,Office Supplies
$1.83,Corporate,Office Supplies
$18.94,Home Office,Office Supplies
$78.20,Home Office,Office Supplies
$6.86,Home Office,Office Supplies
$3.56,Corporate,Office Supplies
$30.21,Consumer,Office Supplies
$757.41,Home Office,Office Supplies
$1.41,Home Office,Office Supplies
$3.44,Consumer,Office Supplies
$42.05,Consumer,Office Supplies
$70.55,Consumer,Office Supplies
$21.40,Consumer,Office Supplies
$116.48,Corporate,Office Supplies
$8.80,Corporate,Office Supplies
$6.94,Home Office,Office Supplies
$31.89,Corporate,Office Supplies
$9.38,Consumer,Office Supplies
$30.70,Corporate,Office Supplies
$17.61,Corporate,Office Supplies
"$4,630.48",Consumer,Office Supplies
$6.47,Consumer,Office Supplies
$26.41,Consumer,Office Supplies
$315.81,Consumer,Office Supplies
$64.20,Consumer,Office Supplies
$11.89,Corporate,Office Supplies
$50.35,Home Office,Office Supplies
$2.31,Corporate,Office Supplies
$182.36,Corporate,Office Supplies
$14.27,Home Office,Office Supplies
$39.34,Corporate,Office Supplies
$56.55,Home Office,Office Supplies
$3.88,Home Office,Office Supplies
$13.43,Home Office,Office Supplies
$2.71,Consumer,Office Supplies
$5.08,Consumer,Office Supplies
$5.82,Consumer,Office Supplies
$843.17,Corporate,Office Supplies
$15.52,Home Office,Office Supplies
$16.41,Consumer,Office Supplies
$21.99,Consumer,Office Supplies
$8.57,Home Office,Office Supplies
$15.52,Corporate,Office Supplies
$18.59,Consumer,Office Supplies
$102.28,Corporate,Office Supplies
$149.38,Home Office,Office Supplies
$62.92,Consumer,Office Supplies
$8.02,Consumer,Office Supplies
$32.25,Consumer,Office Supplies
$8.21,Consumer,Office Supplies
$2.93,Consumer,Office Supplies
$34.39,Home Office,Office Supplies
$4.72,Home Office,Office Supplies
$219.45,Home Office,Office Supplies
$1.36,Consumer,Office Supplies
$15.39,Home Office,Office Supplies
$35.68,Consumer,Office Supplies
$4.04,Consumer,Office Supplies
$54.69,Consumer,Office Supplies
$12.55,Home Office,Office Supplies
$6.86,Consumer,Office Supplies
$19.97,Consumer,Office Supplies
$15.53,Corporate,Office Supplies
$8.95,Consumer,Office Supplies
$13.37,Consumer,Office Supplies
$48.38,Home Office,Office Supplies
$5.16,Consumer,Office Supplies
$62.14,Home Office,Office Supplies
$41.43,Home Office,Office Supplies
$7.91,Consumer,Office Supplies
$7.17,Consumer,Office Supplies
$9.80,Consumer,Office Supplies
$60.42,Consumer,Office Supplies
$13.43,Home Office,Office Supplies
$8.41,Corporate,Office Supplies
$98.11,Corporate,Office Supplies
$331.19,Corporate,Office Supplies
$16.84,Corporate,Office Supplies
$49.84,Corporate,Office Supplies
$5.45,Corporate,Office Supplies
$17.11,Consumer,Office Supplies
$11.09,Consumer,Office Supplies
$14.46,Consumer,Office Supplies
$12.67,Consumer,Office Supplies
$7.64,Consumer,Office Supplies
"$1,270.99",Consumer,Office Supplies
$29.14,Consumer,Office Supplies
$19.41,Corporate,Office Supplies
$10.51,Corporate,Office Supplies
$5.37,Corporate,Office Supplies
$14.92,Corporate,Office Supplies
$274.49,Home Office,Office Supplies
$12.69,Home Office,Office Supplies
$224.07,Corporate,Office Supplies
$59.01,Corporate,Office Supplies
$70.49,Consumer,Office Supplies
$18.28,Consumer,Office Supplies
$25.87,Corporate,Office Supplies
$13.98,Home Office,Office Supplies
$8.30,Corporate,Office Supplies
$3.74,Corporate,Office Supplies
$16.61,Consumer,Office Supplies
$15.85,Consumer,Office Supplies
$13.18,Corporate,Office Supplies
$40.38,Home Office,Office Supplies
$3.06,Home Office,Office Supplies
$81.92,Consumer,Office Supplies
$3.06,Corporate,Office Supplies
$74.69,Corporate,Office Supplies
$19.26,Home Office,Office Supplies
$35.68,Home Office,Office Supplies
$11.89,Consumer,Office Supplies
$41.01,Consumer,Office Supplies
$15.94,Corporate,Office Supplies
$2.59,Corporate,Office Supplies
$635.50,Home Office,Office Supplies
$21.45,Corporate,Office Supplies
$96.42,Home Office,Office Supplies
$6.15,Corporate,Office Supplies
$12.82,Corporate,Office Supplies
$843.17,Consumer,Office Supplies
"$4,946.37",Consumer,Office Supplies
$2.61,Consumer,Office Supplies
$181.66,Consumer,Office Supplies
$66.51,Corporate,Office Supplies
$54.44,Corporate,Office Supplies
$757.41,Consumer,Office Supplies
$5.35,Corporate,Office Supplies
$6.75,Consumer,Office Supplies
$390.98,Home Office,Office Supplies
$5.39,Home Office,Office Supplies
$421.59,Corporate,Office Supplies
$4.72,Consumer,Office Supplies
$26.90,Consumer,Office Supplies
$23.92,Consumer,Office Supplies
$56.53,Corporate,Office Supplies
$48.38,Consumer,Office Supplies
$18.09,Consumer,Office Supplies
$331.19,Consumer,Office Supplies
$55.00,Home Office,Office Supplies
$15.55,Consumer,Office Supplies
$6.99,Consumer,Office Supplies
$35.66,Consumer,Office Supplies
$8.76,Consumer,Office Supplies
$6.22,Consumer,Office Supplies
$11.72,Consumer,Office Supplies
$23.94,Home Office,Office Supplies
$12.44,Home Office,Office Supplies
$15.55,Corporate,Office Supplies
$27.32,Corporate,Office Supplies
$11.54,Consumer,Office Supplies
$6.22,Corporate,Office Supplies
$65.73,Corporate,Office Supplies
$2.83,Corporate,Office Supplies
$42.03,Consumer,Office Supplies
$26.63,Corporate,Office Supplies
$5.38,Home Office,Office Supplies
$45.00,Corporate,Office Supplies
$9.33,Corporate,Office Supplies
$3.18,Home Office,Office Supplies
$17.51,Consumer,Office Supplies
$9.33,Consumer,Office Supplies
$84.05,Consumer,Office Supplies
$10.22,Corporate,Office Supplies
$63.74,Corporate,Office Supplies
$6.22,Corporate,Office Supplies
$6.22,Corporate,Office Supplies
$24.88,Corporate,Office Supplies
$3.58,Home Office,Office Supplies
$17.22,Consumer,Office Supplies
$2.04,Home Office,Office Supplies
$22.54,Corporate,Office Supplies
$15.55,Consumer,Office Supplies
$16.67,Corporate,Office Supplies
$20.59,Consumer,Office Supplies
$83.28,Corporate,Office Supplies
$9.36,Corporate,Office Supplies
$12.13,Consumer,Office Supplies
$3.11,Consumer,Office Supplies
$14.16,Home Office,Office Supplies
$137.15,Consumer,Office Supplies
$2.05,Consumer,Office Supplies
$20.09,Consumer,Office Supplies
$8.99,Corporate,Office Supplies
$10.74,Consumer,Office Supplies
$12.44,Corporate,Office Supplies
$5.62,Consumer,Office Supplies
$5.56,Corporate,Office Supplies
$23.59,Consumer,Office Supplies
$36.40,Consumer,Office Supplies
$219.44,Consumer,Office Supplies
$170.93,Home Office,Office Supplies
$60.26,Home Office,Office Supplies
$160.91,Home Office,Office Supplies
$15.59,Consumer,Office Supplies
$17.98,Consumer,Office Supplies
$6.33,Corporate,Office Supplies
$34.78,Corporate,Office Supplies
$6.22,Corporate,Office Supplies
$3.43,Corporate,Office Supplies
$2.44,Home Office,Office Supplies
$9.33,Consumer,Office Supplies
$5.84,Consumer,Office Supplies
$100.66,Corporate,Office Supplies
$15.39,Consumer,Office Supplies
$3.03,Corporate,Office Supplies
$107.72,Corporate,Office Supplies
$18.66,Corporate,Office Supplies
$19.24,Home Office,Office Supplies
$11.88,Consumer,Office Supplies
$45.98,Consumer,Office Supplies
$3.11,Consumer,Office Supplies
$3.11,Home Office,Office Supplies
$11.70,Consumer,Office Supplies
$79.89,Consumer,Office Supplies
$8.50,Consumer,Office Supplies
$6.02,Consumer,Office Supplies
$7.67,Home Office,Office Supplies
$5.15,Corporate,Office Supplies
$13.94,Home Office,Office Supplies
$26.63,Corporate,Office Supplies
$19.95,Consumer,Office Supplies
$45.53,Consumer,Office Supplies
$2.38,Corporate,Office Supplies
$7.02,Consumer,Office Supplies
$21.01,Home Office,Office Supplies
$28.86,Home Office,Office Supplies
$32.94,Home Office,Office Supplies
$55.76,Consumer,Office Supplies
$2.38,Consumer,Office Supplies
$6.35,Consumer,Office Supplies
$3.11,Corporate,Office Supplies
$22.15,Corporate,Office Supplies
$6.22,Corporate,Office Supplies
$49.97,Home Office,Office Supplies
$133.15,Consumer,Office Supplies
$2.83,Consumer,Office Supplies
$11.33,Consumer,Office Supplies
$13.49,Consumer,Office Supplies
$4.10,Consumer,Office Supplies
$15.55,Consumer,Office Supplies
$9.62,Corporate,Office Supplies
$6.22,Home Office,Office Supplies
$52.53,Corporate,Office Supplies
$12.44,Home Office,Office Supplies
$9.33,Home Office,Office Supplies
$8.34,Home Office,Office Supplies
$7.32,Corporate,Office Supplies
$12.44,Corporate,Office Supplies
$7.02,Consumer,Office Supplies
$6.22,Consumer,Office Supplies
$80.79,Corporate,Office Supplies
$79.89,Corporate,Office Supplies
$12.84,Corporate,Office Supplies
$56.98,Consumer,Office Supplies
$9.33,Home Office,Office Supplies
$92.24,Home Office,Office Supplies
$23.09,Consumer,Office Supplies
$19.87,Consumer,Office Supplies
$23.23,Home Office,Office Supplies
$3.11,Corporate,Office Supplies
$18.78,Consumer,Office Supplies
$6.22,Consumer,Office Supplies
$84.52,Home Office,Office Supplies
$13.24,Home Office,Office Supplies
$140.60,Consumer,Office Supplies
$10.73,Corporate,Office Supplies
$5.66,Corporate,Office Supplies
$11.88,Corporate,Office Supplies
$84.94,Home Office,Office Supplies
$3.85,Consumer,Office Supplies
$116.60,Consumer,Office Supplies
$89.16,Consumer,Office Supplies
$9.36,Home Office,Office Supplies
$9.29,Home Office,Office Supplies
$41.82,Consumer,Office Supplies
$15.55,Consumer,Office Supplies
$12.13,Home Office,Office Supplies
$18.21,Home Office,Office Supplies
$21.77,Home Office,Office Supplies
$138.36,Home Office,Office Supplies
$79.89,Consumer,Office Supplies
$10.09,Consumer,Office Supplies
$3.74,Consumer,Office Supplies
$25.40,Consumer,Office Supplies
$16.99,Consumer,Office Supplies
